Date,Australia,,Belgium,,Bulgaria,,Canada,,France,,Germany,,Greece,,Hong Kong,,Ireland,,Italy,,Japan,,Malaysia,,Mexico,,Netherlands,,New Zealand,,Portugal,,Singapore,,South Africa,,Spain,,Turkey,,UK,,US
3/23/1973,136.02,3/23/1973,NA,3/23/1973,NA,3/23/1973,NA,3/23/1973,NA,3/23/1973,NA,3/23/1973,NA,3/23/1973,NA,3/23/1973,NA,3/23/1973,NA,3/23/1973,NA,3/23/1973,NA,3/23/1973,NA,3/23/1973,94.52,3/23/1973,NA,3/23/1973,NA,3/23/1973,NA,3/23/1973,NA,3/23/1973,NA,3/23/1973,NA,3/23/1973,851.76,3/23/1973,91.74
3/26/1973,134.39,3/26/1973,NA,3/26/1973,NA,3/26/1973,NA,3/26/1973,NA,3/26/1973,NA,3/26/1973,NA,3/26/1973,NA,3/26/1973,NA,3/26/1973,NA,3/26/1973,NA,3/26/1973,NA,3/26/1973,NA,3/26/1973,91.32,3/26/1973,NA,3/26/1973,NA,3/26/1973,NA,3/26/1973,NA,3/26/1973,NA,3/26/1973,NA,3/26/1973,860.33,3/26/1973,92.67
3/27/1973,137.6,3/27/1973,NA,3/27/1973,NA,3/27/1973,NA,3/27/1973,NA,3/27/1973,NA,3/27/1973,NA,3/27/1973,NA,3/27/1973,NA,3/27/1973,NA,3/27/1973,NA,3/27/1973,NA,3/27/1973,NA,3/27/1973,92.81,3/27/1973,NA,3/27/1973,NA,3/27/1973,NA,3/27/1973,NA,3/27/1973,NA,3/27/1973,NA,3/27/1973,861.96,3/27/1973,96.25
3/28/1973,136.54,3/28/1973,NA,3/28/1973,NA,3/28/1973,NA,3/28/1973,NA,3/28/1973,NA,3/28/1973,NA,3/28/1973,NA,3/28/1973,NA,3/28/1973,NA,3/28/1973,NA,3/28/1973,NA,3/28/1973,NA,3/28/1973,90.82,3/28/1973,NA,3/28/1973,NA,3/28/1973,NA,3/28/1973,NA,3/28/1973,NA,3/28/1973,NA,3/28/1973,852.03,3/28/1973,95.31
3/29/1973,139.66,3/29/1973,NA,3/29/1973,NA,3/29/1973,NA,3/29/1973,NA,3/29/1973,NA,3/29/1973,NA,3/29/1973,NA,3/29/1973,NA,3/29/1973,NA,3/29/1973,NA,3/29/1973,NA,3/29/1973,NA,3/29/1973,91.83,3/29/1973,NA,3/29/1973,NA,3/29/1973,NA,3/29/1973,NA,3/29/1973,NA,3/29/1973,NA,3/29/1973,828.93,3/29/1973,96.28
3/30/1973,142.87,3/30/1973,NA,3/30/1973,NA,3/30/1973,NA,3/30/1973,NA,3/30/1973,NA,3/30/1973,NA,3/30/1973,NA,3/30/1973,NA,3/30/1973,NA,3/30/1973,NA,3/30/1973,NA,3/30/1973,NA,3/30/1973,92.59,3/30/1973,NA,3/30/1973,NA,3/30/1973,NA,3/30/1973,NA,3/30/1973,NA,3/30/1973,NA,3/30/1973,847.67,3/30/1973,94.77
4/2/1973,140.67,4/2/1973,NA,4/2/1973,NA,4/2/1973,NA,4/2/1973,NA,4/2/1973,NA,4/2/1973,NA,4/2/1973,NA,4/2/1973,NA,4/2/1973,NA,4/2/1973,NA,4/2/1973,NA,4/2/1973,NA,4/2/1973,91.83,4/2/1973,NA,4/2/1973,NA,4/2/1973,NA,4/2/1973,NA,4/2/1973,NA,4/2/1973,NA,4/2/1973,837.77,4/2/1973,91.41
4/3/1973,139.68,4/3/1973,NA,4/3/1973,NA,4/3/1973,NA,4/3/1973,NA,4/3/1973,NA,4/3/1973,NA,4/3/1973,NA,4/3/1973,NA,4/3/1973,NA,4/3/1973,NA,4/3/1973,NA,4/3/1973,NA,4/3/1973,91.96,4/3/1973,NA,4/3/1973,NA,4/3/1973,NA,4/3/1973,NA,4/3/1973,NA,4/3/1973,NA,4/3/1973,842.8,4/3/1973,90.68
4/4/1973,139.66,4/4/1973,NA,4/4/1973,NA,4/4/1973,NA,4/4/1973,NA,4/4/1973,NA,4/4/1973,NA,4/4/1973,NA,4/4/1973,NA,4/4/1973,NA,4/4/1973,NA,4/4/1973,NA,4/4/1973,NA,4/4/1973,93.16,4/4/1973,NA,4/4/1973,NA,4/4/1973,NA,4/4/1973,NA,4/4/1973,NA,4/4/1973,NA,4/4/1973,863.41,4/4/1973,88.55
4/5/1973,139.63,4/5/1973,NA,4/5/1973,NA,4/5/1973,NA,4/5/1973,NA,4/5/1973,NA,4/5/1973,NA,4/5/1973,NA,4/5/1973,NA,4/5/1973,NA,4/5/1973,NA,4/5/1973,NA,4/5/1973,NA,4/5/1973,93.19,4/5/1973,NA,4/5/1973,NA,4/5/1973,NA,4/5/1973,NA,4/5/1973,NA,4/5/1973,NA,4/5/1973,863.08,4/5/1973,87.93
4/6/1973,139.64,4/6/1973,NA,4/6/1973,NA,4/6/1973,NA,4/6/1973,NA,4/6/1973,NA,4/6/1973,NA,4/6/1973,NA,4/6/1973,NA,4/6/1973,NA,4/6/1973,NA,4/6/1973,NA,4/6/1973,NA,4/6/1973,93.25,4/6/1973,NA,4/6/1973,NA,4/6/1973,NA,4/6/1973,NA,4/6/1973,NA,4/6/1973,NA,4/6/1973,845.24,4/6/1973,91.77
4/9/1973,139.64,4/9/1973,NA,4/9/1973,NA,4/9/1973,NA,4/9/1973,NA,4/9/1973,NA,4/9/1973,NA,4/9/1973,NA,4/9/1973,NA,4/9/1973,NA,4/9/1973,NA,4/9/1973,NA,4/9/1973,NA,4/9/1973,93.65,4/9/1973,NA,4/9/1973,NA,4/9/1973,NA,4/9/1973,NA,4/9/1973,NA,4/9/1973,NA,4/9/1973,806.46,4/9/1973,93.24
4/10/1973,139.65,4/10/1973,NA,4/10/1973,NA,4/10/1973,NA,4/10/1973,NA,4/10/1973,NA,4/10/1973,NA,4/10/1973,NA,4/10/1973,NA,4/10/1973,NA,4/10/1973,NA,4/10/1973,NA,4/10/1973,NA,4/10/1973,93.65,4/10/1973,NA,4/10/1973,NA,4/10/1973,NA,4/10/1973,NA,4/10/1973,NA,4/10/1973,NA,4/10/1973,808.01,4/10/1973,93.86
4/11/1973,140.58,4/11/1973,NA,4/11/1973,NA,4/11/1973,NA,4/11/1973,NA,4/11/1973,NA,4/11/1973,NA,4/11/1973,NA,4/11/1973,NA,4/11/1973,NA,4/11/1973,NA,4/11/1973,NA,4/11/1973,NA,4/11/1973,93.32,4/11/1973,NA,4/11/1973,NA,4/11/1973,NA,4/11/1973,NA,4/11/1973,NA,4/11/1973,NA,4/11/1973,798.3,4/11/1973,95.03
4/12/1973,139.65,4/12/1973,NA,4/12/1973,NA,4/12/1973,NA,4/12/1973,NA,4/12/1973,NA,4/12/1973,NA,4/12/1973,NA,4/12/1973,NA,4/12/1973,NA,4/12/1973,NA,4/12/1973,NA,4/12/1973,NA,4/12/1973,93.55,4/12/1973,NA,4/12/1973,NA,4/12/1973,NA,4/12/1973,NA,4/12/1973,NA,4/12/1973,NA,4/12/1973,793.41,4/12/1973,93.55
4/13/1973,139.5,4/13/1973,NA,4/13/1973,NA,4/13/1973,NA,4/13/1973,NA,4/13/1973,NA,4/13/1973,NA,4/13/1973,NA,4/13/1973,NA,4/13/1973,NA,4/13/1973,NA,4/13/1973,NA,4/13/1973,NA,4/13/1973,93.28,4/13/1973,NA,4/13/1973,NA,4/13/1973,NA,4/13/1973,NA,4/13/1973,NA,4/13/1973,NA,4/13/1973,801.6,4/13/1973,89.87
4/16/1973,138.58,4/16/1973,NA,4/16/1973,NA,4/16/1973,NA,4/16/1973,NA,4/16/1973,NA,4/16/1973,NA,4/16/1973,NA,4/16/1973,NA,4/16/1973,NA,4/16/1973,NA,4/16/1973,NA,4/16/1973,NA,4/16/1973,91.22,4/16/1973,NA,4/16/1973,NA,4/16/1973,NA,4/16/1973,NA,4/16/1973,NA,4/16/1973,NA,4/16/1973,796.71,4/16/1973,87.71
4/17/1973,138.68,4/17/1973,NA,4/17/1973,NA,4/17/1973,NA,4/17/1973,NA,4/17/1973,NA,4/17/1973,NA,4/17/1973,NA,4/17/1973,NA,4/17/1973,NA,4/17/1973,NA,4/17/1973,NA,4/17/1973,NA,4/17/1973,88.77,4/17/1973,NA,4/17/1973,NA,4/17/1973,NA,4/17/1973,NA,4/17/1973,NA,4/17/1973,NA,4/17/1973,793.91,4/17/1973,86.74
4/18/1973,136.45,4/18/1973,NA,4/18/1973,NA,4/18/1973,NA,4/18/1973,NA,4/18/1973,NA,4/18/1973,NA,4/18/1973,NA,4/18/1973,NA,4/18/1973,NA,4/18/1973,NA,4/18/1973,NA,4/18/1973,NA,4/18/1973,90.18,4/18/1973,NA,4/18/1973,NA,4/18/1973,NA,4/18/1973,NA,4/18/1973,NA,4/18/1973,NA,4/18/1973,786.9,4/18/1973,85.51
4/19/1973,137.68,4/19/1973,NA,4/19/1973,NA,4/19/1973,NA,4/19/1973,NA,4/19/1973,NA,4/19/1973,NA,4/19/1973,NA,4/19/1973,NA,4/19/1973,NA,4/19/1973,NA,4/19/1973,NA,4/19/1973,NA,4/19/1973,89.41,4/19/1973,NA,4/19/1973,NA,4/19/1973,NA,4/19/1973,NA,4/19/1973,NA,4/19/1973,NA,4/19/1973,779.75,4/19/1973,87.17
4/20/1973,137.68,4/20/1973,NA,4/20/1973,NA,4/20/1973,NA,4/20/1973,NA,4/20/1973,NA,4/20/1973,NA,4/20/1973,NA,4/20/1973,NA,4/20/1973,NA,4/20/1973,NA,4/20/1973,NA,4/20/1973,NA,4/20/1973,89.41,4/20/1973,NA,4/20/1973,NA,4/20/1973,NA,4/20/1973,NA,4/20/1973,NA,4/20/1973,NA,4/20/1973,779.75,4/20/1973,87.17
4/23/1973,137.68,4/23/1973,NA,4/23/1973,NA,4/23/1973,NA,4/23/1973,NA,4/23/1973,NA,4/23/1973,NA,4/23/1973,NA,4/23/1973,NA,4/23/1973,NA,4/23/1973,NA,4/23/1973,NA,4/23/1973,NA,4/23/1973,89.41,4/23/1973,NA,4/23/1973,NA,4/23/1973,NA,4/23/1973,NA,4/23/1973,NA,4/23/1973,NA,4/23/1973,779.75,4/23/1973,87.55
4/24/1973,139.57,4/24/1973,NA,4/24/1973,NA,4/24/1973,NA,4/24/1973,NA,4/24/1973,NA,4/24/1973,NA,4/24/1973,NA,4/24/1973,NA,4/24/1973,NA,4/24/1973,NA,4/24/1973,NA,4/24/1973,NA,4/24/1973,88.69,4/24/1973,NA,4/24/1973,NA,4/24/1973,NA,4/24/1973,NA,4/24/1973,NA,4/24/1973,NA,4/24/1973,782.53,4/24/1973,85.85
4/25/1973,139.69,4/25/1973,NA,4/25/1973,NA,4/25/1973,NA,4/25/1973,NA,4/25/1973,NA,4/25/1973,NA,4/25/1973,NA,4/25/1973,NA,4/25/1973,NA,4/25/1973,NA,4/25/1973,NA,4/25/1973,NA,4/25/1973,89.81,4/25/1973,NA,4/25/1973,NA,4/25/1973,NA,4/25/1973,NA,4/25/1973,NA,4/25/1973,NA,4/25/1973,790.7,4/25/1973,81.33
4/26/1973,134.49,4/26/1973,NA,4/26/1973,NA,4/26/1973,NA,4/26/1973,NA,4/26/1973,NA,4/26/1973,NA,4/26/1973,NA,4/26/1973,NA,4/26/1973,NA,4/26/1973,NA,4/26/1973,NA,4/26/1973,NA,4/26/1973,91.79,4/26/1973,NA,4/26/1973,NA,4/26/1973,NA,4/26/1973,NA,4/26/1973,NA,4/26/1973,NA,4/26/1973,799.69,4/26/1973,82.12
4/27/1973,138.6,4/27/1973,NA,4/27/1973,NA,4/27/1973,NA,4/27/1973,NA,4/27/1973,NA,4/27/1973,NA,4/27/1973,NA,4/27/1973,NA,4/27/1973,NA,4/27/1973,NA,4/27/1973,NA,4/27/1973,NA,4/27/1973,91.73,4/27/1973,NA,4/27/1973,NA,4/27/1973,NA,4/27/1973,NA,4/27/1973,NA,4/27/1973,NA,4/27/1973,802.29,4/27/1973,79.55
4/30/1973,134.55,4/30/1973,NA,4/30/1973,NA,4/30/1973,NA,4/30/1973,NA,4/30/1973,NA,4/30/1973,NA,4/30/1973,NA,4/30/1973,NA,4/30/1973,NA,4/30/1973,NA,4/30/1973,NA,4/30/1973,NA,4/30/1973,91.9,4/30/1973,NA,4/30/1973,NA,4/30/1973,NA,4/30/1973,NA,4/30/1973,NA,4/30/1973,NA,4/30/1973,816.33,4/30/1973,78.43
5/1/1973,138.52,5/1/1973,NA,5/1/1973,NA,5/1/1973,NA,5/1/1973,NA,5/1/1973,NA,5/1/1973,NA,5/1/1973,NA,5/1/1973,NA,5/1/1973,NA,5/1/1973,NA,5/1/1973,NA,5/1/1973,NA,5/1/1973,91.31,5/1/1973,NA,5/1/1973,NA,5/1/1973,NA,5/1/1973,NA,5/1/1973,NA,5/1/1973,NA,5/1/1973,816.13,5/1/1973,78.04
5/2/1973,138.58,5/2/1973,NA,5/2/1973,NA,5/2/1973,NA,5/2/1973,NA,5/2/1973,NA,5/2/1973,NA,5/2/1973,NA,5/2/1973,NA,5/2/1973,NA,5/2/1973,NA,5/2/1973,NA,5/2/1973,NA,5/2/1973,88.56,5/2/1973,NA,5/2/1973,NA,5/2/1973,NA,5/2/1973,NA,5/2/1973,NA,5/2/1973,NA,5/2/1973,817.88,5/2/1973,80.84
5/3/1973,139.51,5/3/1973,NA,5/3/1973,NA,5/3/1973,NA,5/3/1973,NA,5/3/1973,NA,5/3/1973,NA,5/3/1973,NA,5/3/1973,NA,5/3/1973,NA,5/3/1973,NA,5/3/1973,NA,5/3/1973,NA,5/3/1973,87.22,5/3/1973,NA,5/3/1973,NA,5/3/1973,NA,5/3/1973,NA,5/3/1973,NA,5/3/1973,NA,5/3/1973,818.05,5/3/1973,84.55
5/4/1973,139.68,5/4/1973,NA,5/4/1973,NA,5/4/1973,NA,5/4/1973,NA,5/4/1973,NA,5/4/1973,NA,5/4/1973,NA,5/4/1973,NA,5/4/1973,NA,5/4/1973,NA,5/4/1973,NA,5/4/1973,NA,5/4/1973,85.92,5/4/1973,NA,5/4/1973,NA,5/4/1973,NA,5/4/1973,NA,5/4/1973,NA,5/4/1973,NA,5/4/1973,827.24,5/4/1973,85.1
5/7/1973,141.75,5/7/1973,NA,5/7/1973,NA,5/7/1973,NA,5/7/1973,NA,5/7/1973,NA,5/7/1973,NA,5/7/1973,NA,5/7/1973,NA,5/7/1973,NA,5/7/1973,NA,5/7/1973,NA,5/7/1973,NA,5/7/1973,85.8,5/7/1973,NA,5/7/1973,NA,5/7/1973,NA,5/7/1973,NA,5/7/1973,NA,5/7/1973,NA,5/7/1973,819.1,5/7/1973,82
5/8/1973,144.76,5/8/1973,NA,5/8/1973,NA,5/8/1973,NA,5/8/1973,NA,5/8/1973,NA,5/8/1973,NA,5/8/1973,NA,5/8/1973,NA,5/8/1973,NA,5/8/1973,NA,5/8/1973,NA,5/8/1973,NA,5/8/1973,82.82,5/8/1973,NA,5/8/1973,NA,5/8/1973,NA,5/8/1973,NA,5/8/1973,NA,5/8/1973,NA,5/8/1973,803.81,5/8/1973,80.69
5/9/1973,144.77,5/9/1973,NA,5/9/1973,NA,5/9/1973,NA,5/9/1973,NA,5/9/1973,NA,5/9/1973,NA,5/9/1973,NA,5/9/1973,NA,5/9/1973,NA,5/9/1973,NA,5/9/1973,NA,5/9/1973,NA,5/9/1973,82.41,5/9/1973,NA,5/9/1973,NA,5/9/1973,NA,5/9/1973,NA,5/9/1973,NA,5/9/1973,NA,5/9/1973,805.87,5/9/1973,79.55
5/10/1973,144.71,5/10/1973,NA,5/10/1973,NA,5/10/1973,NA,5/10/1973,NA,5/10/1973,NA,5/10/1973,NA,5/10/1973,NA,5/10/1973,NA,5/10/1973,NA,5/10/1973,NA,5/10/1973,NA,5/10/1973,NA,5/10/1973,82.42,5/10/1973,NA,5/10/1973,NA,5/10/1973,NA,5/10/1973,NA,5/10/1973,NA,5/10/1973,NA,5/10/1973,800.13,5/10/1973,78.46
5/11/1973,144.8,5/11/1973,NA,5/11/1973,NA,5/11/1973,NA,5/11/1973,NA,5/11/1973,NA,5/11/1973,NA,5/11/1973,NA,5/11/1973,NA,5/11/1973,NA,5/11/1973,NA,5/11/1973,NA,5/11/1973,NA,5/11/1973,74.87,5/11/1973,NA,5/11/1973,NA,5/11/1973,NA,5/11/1973,NA,5/11/1973,NA,5/11/1973,NA,5/11/1973,797.03,5/11/1973,75.64
5/14/1973,144.83,5/14/1973,NA,5/14/1973,NA,5/14/1973,NA,5/14/1973,NA,5/14/1973,NA,5/14/1973,NA,5/14/1973,NA,5/14/1973,NA,5/14/1973,NA,5/14/1973,NA,5/14/1973,NA,5/14/1973,NA,5/14/1973,77.58,5/14/1973,NA,5/14/1973,NA,5/14/1973,NA,5/14/1973,NA,5/14/1973,NA,5/14/1973,NA,5/14/1973,806.05,5/14/1973,71.5
5/15/1973,145.19,5/15/1973,NA,5/15/1973,NA,5/15/1973,NA,5/15/1973,NA,5/15/1973,NA,5/15/1973,NA,5/15/1973,NA,5/15/1973,NA,5/15/1973,NA,5/15/1973,NA,5/15/1973,NA,5/15/1973,NA,5/15/1973,75.96,5/15/1973,NA,5/15/1973,NA,5/15/1973,NA,5/15/1973,NA,5/15/1973,NA,5/15/1973,NA,5/15/1973,827.47,5/15/1973,74.93
5/16/1973,144.49,5/16/1973,NA,5/16/1973,NA,5/16/1973,NA,5/16/1973,NA,5/16/1973,NA,5/16/1973,NA,5/16/1973,NA,5/16/1973,NA,5/16/1973,NA,5/16/1973,NA,5/16/1973,NA,5/16/1973,NA,5/16/1973,78.11,5/16/1973,NA,5/16/1973,NA,5/16/1973,NA,5/16/1973,NA,5/16/1973,NA,5/16/1973,NA,5/16/1973,841.24,5/16/1973,75.45
5/17/1973,144.49,5/17/1973,NA,5/17/1973,NA,5/17/1973,NA,5/17/1973,NA,5/17/1973,NA,5/17/1973,NA,5/17/1973,NA,5/17/1973,NA,5/17/1973,NA,5/17/1973,NA,5/17/1973,NA,5/17/1973,NA,5/17/1973,79.17,5/17/1973,NA,5/17/1973,NA,5/17/1973,NA,5/17/1973,NA,5/17/1973,NA,5/17/1973,NA,5/17/1973,848.86,5/17/1973,75.45
5/18/1973,144.73,5/18/1973,NA,5/18/1973,NA,5/18/1973,NA,5/18/1973,NA,5/18/1973,NA,5/18/1973,NA,5/18/1973,NA,5/18/1973,NA,5/18/1973,NA,5/18/1973,NA,5/18/1973,NA,5/18/1973,NA,5/18/1973,81.21,5/18/1973,NA,5/18/1973,NA,5/18/1973,NA,5/18/1973,NA,5/18/1973,NA,5/18/1973,NA,5/18/1973,889.57,5/18/1973,70.77
5/21/1973,139.3,5/21/1973,NA,5/21/1973,NA,5/21/1973,NA,5/21/1973,NA,5/21/1973,NA,5/21/1973,NA,5/21/1973,NA,5/21/1973,NA,5/21/1973,NA,5/21/1973,NA,5/21/1973,NA,5/21/1973,NA,5/21/1973,83.6,5/21/1973,NA,5/21/1973,NA,5/21/1973,NA,5/21/1973,NA,5/21/1973,NA,5/21/1973,NA,5/21/1973,898.7,5/21/1973,71.9
5/22/1973,141.95,5/22/1973,NA,5/22/1973,NA,5/22/1973,NA,5/22/1973,NA,5/22/1973,NA,5/22/1973,NA,5/22/1973,NA,5/22/1973,NA,5/22/1973,NA,5/22/1973,NA,5/22/1973,NA,5/22/1973,NA,5/22/1973,78.85,5/22/1973,NA,5/22/1973,NA,5/22/1973,NA,5/22/1973,NA,5/22/1973,NA,5/22/1973,NA,5/22/1973,898.5,5/22/1973,73.97
5/23/1973,145.06,5/23/1973,NA,5/23/1973,NA,5/23/1973,NA,5/23/1973,NA,5/23/1973,NA,5/23/1973,NA,5/23/1973,NA,5/23/1973,NA,5/23/1973,NA,5/23/1973,NA,5/23/1973,NA,5/23/1973,NA,5/23/1973,80.02,5/23/1973,NA,5/23/1973,NA,5/23/1973,NA,5/23/1973,NA,5/23/1973,NA,5/23/1973,NA,5/23/1973,911.14,5/23/1973,75.9
5/24/1973,144.54,5/24/1973,NA,5/24/1973,NA,5/24/1973,NA,5/24/1973,NA,5/24/1973,NA,5/24/1973,NA,5/24/1973,NA,5/24/1973,NA,5/24/1973,NA,5/24/1973,NA,5/24/1973,NA,5/24/1973,NA,5/24/1973,82.11,5/24/1973,NA,5/24/1973,NA,5/24/1973,NA,5/24/1973,NA,5/24/1973,NA,5/24/1973,NA,5/24/1973,938.29,5/24/1973,80.19
5/25/1973,147.93,5/25/1973,NA,5/25/1973,NA,5/25/1973,NA,5/25/1973,NA,5/25/1973,NA,5/25/1973,NA,5/25/1973,NA,5/25/1973,NA,5/25/1973,NA,5/25/1973,NA,5/25/1973,NA,5/25/1973,NA,5/25/1973,81.96,5/25/1973,NA,5/25/1973,NA,5/25/1973,NA,5/25/1973,NA,5/25/1973,NA,5/25/1973,NA,5/25/1973,933.43,5/25/1973,79.34
5/28/1973,147.93,5/28/1973,NA,5/28/1973,NA,5/28/1973,NA,5/28/1973,NA,5/28/1973,NA,5/28/1973,NA,5/28/1973,NA,5/28/1973,NA,5/28/1973,NA,5/28/1973,NA,5/28/1973,NA,5/28/1973,NA,5/28/1973,81.96,5/28/1973,NA,5/28/1973,NA,5/28/1973,NA,5/28/1973,NA,5/28/1973,NA,5/28/1973,NA,5/28/1973,933.43,5/28/1973,79.34
5/29/1973,150.37,5/29/1973,NA,5/29/1973,NA,5/29/1973,NA,5/29/1973,NA,5/29/1973,NA,5/29/1973,NA,5/29/1973,NA,5/29/1973,NA,5/29/1973,NA,5/29/1973,NA,5/29/1973,NA,5/29/1973,NA,5/29/1973,82.06,5/29/1973,NA,5/29/1973,NA,5/29/1973,NA,5/29/1973,NA,5/29/1973,NA,5/29/1973,NA,5/29/1973,955.85,5/29/1973,77.25
5/30/1973,150.26,5/30/1973,NA,5/30/1973,NA,5/30/1973,NA,5/30/1973,NA,5/30/1973,NA,5/30/1973,NA,5/30/1973,NA,5/30/1973,NA,5/30/1973,NA,5/30/1973,NA,5/30/1973,NA,5/30/1973,NA,5/30/1973,82.06,5/30/1973,NA,5/30/1973,NA,5/30/1973,NA,5/30/1973,NA,5/30/1973,NA,5/30/1973,NA,5/30/1973,950.39,5/30/1973,74.47
5/31/1973,149.94,5/31/1973,NA,5/31/1973,NA,5/31/1973,NA,5/31/1973,NA,5/31/1973,NA,5/31/1973,NA,5/31/1973,NA,5/31/1973,NA,5/31/1973,NA,5/31/1973,NA,5/31/1973,NA,5/31/1973,NA,5/31/1973,82.14,5/31/1973,NA,5/31/1973,NA,5/31/1973,NA,5/31/1973,NA,5/31/1973,NA,5/31/1973,NA,5/31/1973,957.84,5/31/1973,74.16
6/1/1973,149.88,6/1/1973,NA,6/1/1973,NA,6/1/1973,NA,6/1/1973,NA,6/1/1973,NA,6/1/1973,NA,6/1/1973,NA,6/1/1973,NA,6/1/1973,NA,6/1/1973,NA,6/1/1973,NA,6/1/1973,NA,6/1/1973,81.24,6/1/1973,NA,6/1/1973,NA,6/1/1973,NA,6/1/1973,NA,6/1/1973,NA,6/1/1973,NA,6/1/1973,971.85,6/1/1973,72.5
6/4/1973,150.18,6/4/1973,NA,6/4/1973,NA,6/4/1973,NA,6/4/1973,NA,6/4/1973,NA,6/4/1973,NA,6/4/1973,NA,6/4/1973,NA,6/4/1973,NA,6/4/1973,NA,6/4/1973,NA,6/4/1973,NA,6/4/1973,82.02,6/4/1973,NA,6/4/1973,NA,6/4/1973,NA,6/4/1973,NA,6/4/1973,NA,6/4/1973,NA,6/4/1973,980.53,6/4/1973,70.3
6/5/1973,149.89,6/5/1973,NA,6/5/1973,NA,6/5/1973,NA,6/5/1973,NA,6/5/1973,NA,6/5/1973,NA,6/5/1973,NA,6/5/1973,NA,6/5/1973,NA,6/5/1973,NA,6/5/1973,NA,6/5/1973,NA,6/5/1973,79.97,6/5/1973,NA,6/5/1973,NA,6/5/1973,NA,6/5/1973,NA,6/5/1973,NA,6/5/1973,NA,6/5/1973,970.06,6/5/1973,73.15
6/6/1973,149.79,6/6/1973,NA,6/6/1973,NA,6/6/1973,NA,6/6/1973,NA,6/6/1973,NA,6/6/1973,NA,6/6/1973,NA,6/6/1973,NA,6/6/1973,NA,6/6/1973,NA,6/6/1973,NA,6/6/1973,NA,6/6/1973,81.58,6/6/1973,NA,6/6/1973,NA,6/6/1973,NA,6/6/1973,NA,6/6/1973,NA,6/6/1973,NA,6/6/1973,984.99,6/6/1973,70.95
6/7/1973,155.14,6/7/1973,NA,6/7/1973,NA,6/7/1973,NA,6/7/1973,NA,6/7/1973,NA,6/7/1973,NA,6/7/1973,NA,6/7/1973,NA,6/7/1973,NA,6/7/1973,NA,6/7/1973,NA,6/7/1973,NA,6/7/1973,79.85,6/7/1973,NA,6/7/1973,NA,6/7/1973,NA,6/7/1973,NA,6/7/1973,NA,6/7/1973,NA,6/7/1973,984.6,6/7/1973,74.12
6/8/1973,149.72,6/8/1973,NA,6/8/1973,NA,6/8/1973,NA,6/8/1973,NA,6/8/1973,NA,6/8/1973,NA,6/8/1973,NA,6/8/1973,NA,6/8/1973,NA,6/8/1973,NA,6/8/1973,NA,6/8/1973,NA,6/8/1973,79.69,6/8/1973,NA,6/8/1973,NA,6/8/1973,NA,6/8/1973,NA,6/8/1973,NA,6/8/1973,NA,6/8/1973,1002.68,6/8/1973,74.81
6/11/1973,149.91,6/11/1973,NA,6/11/1973,NA,6/11/1973,NA,6/11/1973,NA,6/11/1973,NA,6/11/1973,NA,6/11/1973,NA,6/11/1973,NA,6/11/1973,NA,6/11/1973,NA,6/11/1973,NA,6/11/1973,NA,6/11/1973,79.66,6/11/1973,NA,6/11/1973,NA,6/11/1973,NA,6/11/1973,NA,6/11/1973,NA,6/11/1973,NA,6/11/1973,978.77,6/11/1973,74.5
6/12/1973,153.16,6/12/1973,NA,6/12/1973,NA,6/12/1973,NA,6/12/1973,NA,6/12/1973,NA,6/12/1973,NA,6/12/1973,NA,6/12/1973,NA,6/12/1973,NA,6/12/1973,NA,6/12/1973,NA,6/12/1973,NA,6/12/1973,81.16,6/12/1973,NA,6/12/1973,NA,6/12/1973,NA,6/12/1973,NA,6/12/1973,NA,6/12/1973,NA,6/12/1973,964.65,6/12/1973,75.15
6/13/1973,152.87,6/13/1973,NA,6/13/1973,NA,6/13/1973,NA,6/13/1973,NA,6/13/1973,NA,6/13/1973,NA,6/13/1973,NA,6/13/1973,NA,6/13/1973,NA,6/13/1973,NA,6/13/1973,NA,6/13/1973,NA,6/13/1973,78.77,6/13/1973,NA,6/13/1973,NA,6/13/1973,NA,6/13/1973,NA,6/13/1973,NA,6/13/1973,NA,6/13/1973,957.47,6/13/1973,75.57
6/14/1973,153.39,6/14/1973,NA,6/14/1973,NA,6/14/1973,NA,6/14/1973,NA,6/14/1973,NA,6/14/1973,NA,6/14/1973,NA,6/14/1973,NA,6/14/1973,NA,6/14/1973,NA,6/14/1973,NA,6/14/1973,NA,6/14/1973,78.99,6/14/1973,NA,6/14/1973,NA,6/14/1973,NA,6/14/1973,NA,6/14/1973,NA,6/14/1973,NA,6/14/1973,972.86,6/14/1973,73.44
6/15/1973,149.79,6/15/1973,NA,6/15/1973,NA,6/15/1973,NA,6/15/1973,NA,6/15/1973,NA,6/15/1973,NA,6/15/1973,NA,6/15/1973,NA,6/15/1973,NA,6/15/1973,NA,6/15/1973,NA,6/15/1973,NA,6/15/1973,79.75,6/15/1973,NA,6/15/1973,NA,6/15/1973,NA,6/15/1973,NA,6/15/1973,NA,6/15/1973,NA,6/15/1973,1002.18,6/15/1973,70.93
